id,year,job_role,salary_usd,automation_risk,demand_index,skill
915,2023,Excel Analyst,244747.0,0.98,86.9,Tableau
915,2023,Excel Analyst,244747.0,0.98,86.9,Copy-Paste Reporting
915,2023,Excel Analyst,244747.0,0.98,86.9,Excel (Basic)
915,2023,Excel Analyst,244747.0,0.98,86.9,Machine Learning
915,2023,Excel Analyst,244747.0,0.98,86.9,MS Access
915,2023,Excel Analyst,244747.0,0.98,86.9,Deep Learning
916,2022,DevOps Engineer,234694.0,0.372,122.2,Power BI
916,2022,DevOps Engineer,234694.0,0.372,122.2,Airflow
916,2022,DevOps Engineer,234694.0,0.372,122.2,LLMs/GenAI
916,2022,DevOps Engineer,234694.0,0.372,122.2,Manual Testing
917,2022,Software Developer,209944.0,0.98,130.9,Crystal Reports
917,2022,Software Developer,209944.0,0.98,130.9,Machine Learning
917,2022,Software Developer,209944.0,0.98,130.9,Airflow
917,2022,Software Developer,209944.0,0.98,130.9,LLMs/GenAI
917,2022,Software Developer,209944.0,0.98,130.9,Kubernetes
917,2022,Software Developer,209944.0,0.98,130.9,Data Entry
918,2024,Data Scientist,187865.0,0.521,114.5,Vector Databases
918,2024,Data Scientist,187865.0,0.521,114.5,Deep Learning
918,2024,Data Scientist,187865.0,0.521,114.5,Cold Calling
919,2025,Cloud Architect,392671.0,0.05,117.4,dbt
919,2025,Cloud Architect,392671.0,0.05,117.4,A/B Testing
919,2025,Cloud Architect,392671.0,0.05,117.4,Machine Learning
919,2025,Cloud Architect,392671.0,0.05,117.4,Tableau
919,2025,Cloud Architect,392671.0,0.05,117.4,Python
920,2024,Supply Chain Analyst,273464.0,0.691,118.8,Copy-Paste Reporting
920,2024,Supply Chain Analyst,273464.0,0.691,118.8,dbt
920,2024,Supply Chain Analyst,273464.0,0.691,118.8,SQL
920,2024,Supply Chain Analyst,273464.0,0.691,118.8,Machine Learning
920,2024,Supply Chain Analyst,273464.0,0.691,118.8,Python
920,2024,Supply Chain Analyst,273464.0,0.691,118.8,Kubernetes
921,2020,Cloud Architect,281973.0,0.501,108.9,Deep Learning
921,2020,Cloud Architect,281973.0,0.501,108.9,R
921,2020,Cloud Architect,281973.0,0.501,108.9,Legacy VBA
922,2022,Data Engineer,267607.0,0.963,115.4,Basic SEO
922,2022,Data Engineer,267607.0,0.963,115.4,Python
922,2022,Data Engineer,267607.0,0.963,115.4,Manual Testing
922,2022,Data Engineer,267607.0,0.963,115.4,Cloud (AWS/GCP)
923,2019,SEO Specialist,154056.0,0.98,97.4,Legacy VBA
923,2019,SEO Specialist,154056.0,0.98,97.4,Kubernetes
923,2019,SEO Specialist,154056.0,0.98,97.4,Spark/PySpark
924,2020,SQL Developer,91267.0,0.98,100.4,Crystal Reports
924,2020,SQL Developer,91267.0,0.98,100.4,Machine Learning
924,2020,SQL Developer,91267.0,0.98,100.4,Data Entry
924,2020,SQL Developer,91267.0,0.98,100.4,A/B Testing
924,2020,SQL Developer,91267.0,0.98,100.4,COBOL
924,2020,SQL Developer,91267.0,0.98,100.4,Legacy VBA
925,2019,Software Developer,178516.0,0.604,97.5,Machine Learning
925,2019,Software Developer,178516.0,0.604,97.5,Cold Calling
925,2019,Software Developer,178516.0,0.604,97.5,SQL
926,2020,DevOps Engineer,168725.0,0.05,109.0,Power BI
926,2020,DevOps Engineer,168725.0,0.05,109.0,Python
926,2020,DevOps Engineer,168725.0,0.05,109.0,MLOps
927,2024,Supply Chain Analyst,116972.0,0.449,140.0,MS Access
927,2024,Supply Chain Analyst,116972.0,0.449,140.0,LLMs/GenAI
927,2024,Supply Chain Analyst,116972.0,0.449,140.0,Machine Learning
927,2024,Supply Chain Analyst,116972.0,0.449,140.0,Power BI
928,2025,Cloud Architect,274821.0,0.05,120.7,R
928,2025,Cloud Architect,274821.0,0.05,120.7,SQL
928,2025,Cloud Architect,274821.0,0.05,120.7,Power BI
928,2025,Cloud Architect,274821.0,0.05,120.7,Cloud (AWS/GCP)
929,2019,DevOps Engineer,243913.0,0.449,96.2,Data Entry
929,2019,DevOps Engineer,243913.0,0.449,96.2,MLOps
929,2019,DevOps Engineer,243913.0,0.449,96.2,Python
929,2019,DevOps Engineer,243913.0,0.449,96.2,SQL
929,2019,DevOps Engineer,243913.0,0.449,96.2,dbt
929,2019,DevOps Engineer,243913.0,0.449,96.2,Tableau
930,2024,Statistician,266894.0,0.05,149.3,dbt
930,2024,Statistician,266894.0,0.05,149.3,Power BI
930,2024,Statistician,266894.0,0.05,149.3,Prompt Engineering
931,2022,Machine Learning Engineer,356112.0,0.98,115.6,Cloud (AWS/GCP)
931,2022,Machine Learning Engineer,356112.0,0.98,115.6,Manual Testing
931,2022,Machine Learning Engineer,356112.0,0.98,115.6,MLOps
931,2022,Machine Learning Engineer,356112.0,0.98,115.6,Data Entry
931,2022,Machine Learning Engineer,356112.0,0.98,115.6,Crystal Reports
932,2025,Operations Analyst,151191.0,0.98,108.8,Copy-Paste Reporting
932,2025,Operations Analyst,151191.0,0.98,108.8,Legacy VBA
932,2025,Operations Analyst,151191.0,0.98,108.8,Statistics
932,2025,Operations Analyst,151191.0,0.98,108.8,Deep Learning
932,2025,Operations Analyst,151191.0,0.98,108.8,MLOps
933,2023,IT Support Specialist,152905.0,0.836,116.6,Airflow
933,2023,IT Support Specialist,152905.0,0.836,116.6,Python
933,2023,IT Support Specialist,152905.0,0.836,116.6,Manual Testing
934,2019,AI Engineer,213505.0,0.05,113.5,Machine Learning
934,2019,AI Engineer,213505.0,0.05,113.5,Spark/PySpark
934,2019,AI Engineer,213505.0,0.05,113.5,Vector Databases
935,2020,Data Engineer,248799.0,0.905,102.9,MS Access
935,2020,Data Engineer,248799.0,0.905,102.9,Manual Testing
935,2020,Data Engineer,248799.0,0.905,102.9,Tableau
935,2020,Data Engineer,248799.0,0.905,102.9,MLOps
936,2021,HR Analyst,67506.0,0.98,106.5,Cold Calling
936,2021,HR Analyst,67506.0,0.98,106.5,Python
936,2021,HR Analyst,67506.0,0.98,106.5,Airflow
936,2021,HR Analyst,67506.0,0.98,106.5,Copy-Paste Reporting
936,2021,HR Analyst,67506.0,0.98,106.5,MS Access
937,2020,SQL Developer,189076.0,0.98,99.6,Manual Testing
937,2020,SQL Developer,189076.0,0.98,99.6,Copy-Paste Reporting
937,2020,SQL Developer,189076.0,0.98,99.6,SQL
937,2020,SQL Developer,189076.0,0.98,99.6,A/B Testing
938,2022,HR Analyst,80672.0,0.98,134.2,dbt
938,2022,HR Analyst,80672.0,0.98,134.2,Machine Learning
938,2022,HR Analyst,80672.0,0.98,134.2,Data Entry
939,2020,Data Engineer,150612.0,0.05,111.7,Airflow
939,2020,Data Engineer,150612.0,0.05,111.7,A/B Testing
939,2020,Data Engineer,150612.0,0.05,111.7,Deep Learning
939,2020,Data Engineer,150612.0,0.05,111.7,Power BI
940,2021,BI Developer,130993.0,0.922,103.3,Manual Testing
940,2021,BI Developer,130993.0,0.922,103.3,Airflow
940,2021,BI Developer,130993.0,0.922,103.3,Prompt Engineering
940,2021,BI Developer,130993.0,0.922,103.3,Excel (Basic)
941,2024,SQL Developer,211399.0,0.11,110.0,SQL
941,2024,SQL Developer,211399.0,0.11,110.0,LLMs/GenAI
941,2024,SQL Developer,211399.0,0.11,110.0,Statistics
941,2024,SQL Developer,211399.0,0.11,110.0,Tableau
941,2024,SQL Developer,211399.0,0.11,110.0,Power BI
942,2024,QA Engineer,159474.0,0.98,101.2,Power BI
942,2024,QA Engineer,159474.0,0.98,101.2,Deep Learning
942,2024,QA Engineer,159474.0,0.98,101.2,Cold Calling
942,2024,QA Engineer,159474.0,0.98,101.2,Prompt Engineering
942,2024,QA Engineer,159474.0,0.98,101.2,Manual Testing
942,2024,QA Engineer,159474.0,0.98,101.2,R
943,2024,BI Developer,198553.0,0.603,138.8,Tableau
943,2024,BI Developer,198553.0,0.603,138.8,Prompt Engineering
943,2024,BI Developer,198553.0,0.603,138.8,SQL
943,2024,BI Developer,198553.0,0.603,138.8,R
943,2024,BI Developer,198553.0,0.603,138.8,Manual Testing
944,2021,Data Engineer,245547.0,0.98,113.9,Python
944,2021,Data Engineer,245547.0,0.98,113.9,Copy-Paste Reporting
944,2021,Data Engineer,245547.0,0.98,113.9,A/B Testing
944,2021,Data Engineer,245547.0,0.98,113.9,MS Access
945,2022,Software Developer,301074.0,0.877,131.3,Statistics
945,2022,Software Developer,301074.0,0.877,131.3,Prompt Engineering
945,2022,Software Developer,301074.0,0.877,131.3,Data Entry
945,2022,Software Developer,301074.0,0.877,131.3,Excel (Basic)
945,2022,Software Developer,301074.0,0.877,131.3,Deep Learning
945,2022,Software Developer,301074.0,0.877,131.3,Power BI
946,2019,Software Developer,289200.0,0.98,108.1,Kubernetes
946,2019,Software Developer,289200.0,0.98,108.1,Cold Calling
946,2019,Software Developer,289200.0,0.98,108.1,Basic SEO
946,2019,Software Developer,289200.0,0.98,108.1,MS Access
946,2019,Software Developer,289200.0,0.98,108.1,Vector Databases
946,2019,Software Developer,289200.0,0.98,108.1,A/B Testing
947,2024,Operations Analyst,225350.0,0.98,143.0,MS Access
947,2024,Operations Analyst,225350.0,0.98,143.0,Airflow
947,2024,Operations Analyst,225350.0,0.98,143.0,Basic SEO
947,2024,Operations Analyst,225350.0,0.98,143.0,Statistics
947,2024,Operations Analyst,225350.0,0.98,143.0,Machine Learning
947,2024,Operations Analyst,225350.0,0.98,143.0,Vector Databases
948,2024,Data Analyst,136979.0,0.98,151.8,Legacy VBA
948,2024,Data Analyst,136979.0,0.98,151.8,Spark/PySpark
948,2024,Data Analyst,136979.0,0.98,151.8,Kubernetes
948,2024,Data Analyst,136979.0,0.98,151.8,Airflow
948,2024,Data Analyst,136979.0,0.98,151.8,Manual Testing
948,2024,Data Analyst,136979.0,0.98,151.8,Excel (Basic)
949,2025,BI Developer,131752.0,0.907,161.6,SQL
949,2025,BI Developer,131752.0,0.907,161.6,Crystal Reports
949,2025,BI Developer,131752.0,0.907,161.6,Excel (Basic)
949,2025,BI Developer,131752.0,0.907,161.6,Deep Learning
949,2025,BI Developer,131752.0,0.907,161.6,A/B Testing
949,2025,BI Developer,131752.0,0.907,161.6,dbt
950,2020,QA Engineer,190358.0,0.98,95.4,Excel (Basic)
950,2020,QA Engineer,190358.0,0.98,95.4,Prompt Engineering
950,2020,QA Engineer,190358.0,0.98,95.4,MS Access
950,2020,QA Engineer,190358.0,0.98,95.4,Power BI
950,2020,QA Engineer,190358.0,0.98,95.4,COBOL
950,2020,QA Engineer,190358.0,0.98,95.4,Deep Learning
951,2023,DevOps Engineer,215608.0,0.625,106.4,Crystal Reports
951,2023,DevOps Engineer,215608.0,0.625,106.4,Prompt Engineering
951,2023,DevOps Engineer,215608.0,0.625,106.4,Python
951,2023,DevOps Engineer,215608.0,0.625,106.4,LLMs/GenAI
951,2023,DevOps Engineer,215608.0,0.625,106.4,Statistics
951,2023,DevOps Engineer,215608.0,0.625,106.4,COBOL
952,2025,Operations Analyst,240848.0,0.98,117.5,MS Access
952,2025,Operations Analyst,240848.0,0.98,117.5,Power BI
952,2025,Operations Analyst,240848.0,0.98,117.5,LLMs/GenAI
952,2025,Operations Analyst,240848.0,0.98,117.5,Vector Databases
952,2025,Operations Analyst,240848.0,0.98,117.5,Crystal Reports
953,2022,BI Developer,298270.0,0.418,117.4,LLMs/GenAI
953,2022,BI Developer,298270.0,0.418,117.4,dbt
953,2022,BI Developer,298270.0,0.418,117.4,Machine Learning
953,2022,BI Developer,298270.0,0.418,117.4,MS Access
954,2025,SQL Developer,162430.0,0.98,89.2,Copy-Paste Reporting
954,2025,SQL Developer,162430.0,0.98,89.2,Data Entry
954,2025,SQL Developer,162430.0,0.98,89.2,LLMs/GenAI
955,2019,Software Developer,107363.0,0.89,102.0,Python
955,2019,Software Developer,107363.0,0.89,102.0,Excel (Basic)
955,2019,Software Developer,107363.0,0.89,102.0,Airflow
955,2019,Software Developer,107363.0,0.89,102.0,Statistics
955,2019,Software Developer,107363.0,0.89,102.0,Legacy VBA
956,2019,Business Analyst,160960.0,0.05,95.6,Cloud (AWS/GCP)
956,2019,Business Analyst,160960.0,0.05,95.6,dbt
956,2019,Business Analyst,160960.0,0.05,95.6,A/B Testing
957,2022,Accountant,245516.0,0.98,123.3,Cold Calling
957,2022,Accountant,245516.0,0.98,123.3,MLOps
957,2022,Accountant,245516.0,0.98,123.3,Manual Testing
957,2022,Accountant,245516.0,0.98,123.3,Power BI
957,2022,Accountant,245516.0,0.98,123.3,Basic SEO
957,2022,Accountant,245516.0,0.98,123.3,Vector Databases
958,2021,Cloud Architect,266891.0,0.05,110.2,Manual Testing
958,2021,Cloud Architect,266891.0,0.05,110.2,Machine Learning
958,2021,Cloud Architect,266891.0,0.05,110.2,Vector Databases
958,2021,Cloud Architect,266891.0,0.05,110.2,MLOps
958,2021,Cloud Architect,266891.0,0.05,110.2,Cloud (AWS/GCP)
958,2021,Cloud Architect,266891.0,0.05,110.2,Python
959,2024,Software Developer,153969.0,0.98,152.9,Copy-Paste Reporting
959,2024,Software Developer,153969.0,0.98,152.9,A/B Testing
959,2024,Software Developer,153969.0,0.98,152.9,Kubernetes
960,2025,Excel Analyst,166343.0,0.98,138.5,A/B Testing
960,2025,Excel Analyst,166343.0,0.98,138.5,Power BI
960,2025,Excel Analyst,166343.0,0.98,138.5,Legacy VBA
960,2025,Excel Analyst,166343.0,0.98,138.5,dbt
960,2025,Excel Analyst,166343.0,0.98,138.5,Python
960,2025,Excel Analyst,166343.0,0.98,138.5,Data Entry
961,2025,Cloud Architect,140608.0,0.98,133.0,Legacy VBA
961,2025,Cloud Architect,140608.0,0.98,133.0,Tableau
961,2025,Cloud Architect,140608.0,0.98,133.0,Airflow
961,2025,Cloud Architect,140608.0,0.98,133.0,Manual Testing
961,2025,Cloud Architect,140608.0,0.98,133.0,Statistics
962,2023,Data Scientist,202488.0,0.398,129.8,MS Access
962,2023,Data Scientist,202488.0,0.398,129.8,SQL
962,2023,Data Scientist,202488.0,0.398,129.8,Prompt Engineering
963,2024,Data Engineer,309218.0,0.537,112.4,Spark/PySpark
963,2024,Data Engineer,309218.0,0.537,112.4,Statistics
963,2024,Data Engineer,309218.0,0.537,112.4,COBOL
964,2025,Supply Chain Analyst,269979.0,0.98,114.0,Cloud (AWS/GCP)
964,2025,Supply Chain Analyst,269979.0,0.98,114.0,Statistics
964,2025,Supply Chain Analyst,269979.0,0.98,114.0,Legacy VBA
964,2025,Supply Chain Analyst,269979.0,0.98,114.0,R
964,2025,Supply Chain Analyst,269979.0,0.98,114.0,Airflow
964,2025,Supply Chain Analyst,269979.0,0.98,114.0,MS Access
965,2025,Supply Chain Analyst,121141.0,0.05,160.5,LLMs/GenAI
965,2025,Supply Chain Analyst,121141.0,0.05,160.5,MLOps
965,2025,Supply Chain Analyst,121141.0,0.05,160.5,SQL
966,2020,Product Manager,198186.0,0.98,111.5,R
966,2020,Product Manager,198186.0,0.98,111.5,Data Entry
966,2020,Product Manager,198186.0,0.98,111.5,MS Access
966,2020,Product Manager,198186.0,0.98,111.5,Statistics
967,2024,Cloud Architect,192062.0,0.734,155.3,Data Entry
967,2024,Cloud Architect,192062.0,0.734,155.3,MLOps
967,2024,Cloud Architect,192062.0,0.734,155.3,SQL
968,2024,Product Manager,330935.0,0.05,116.0,Airflow
968,2024,Product Manager,330935.0,0.05,116.0,Kubernetes
968,2024,Product Manager,330935.0,0.05,116.0,Cloud (AWS/GCP)
968,2024,Product Manager,330935.0,0.05,116.0,Prompt Engineering
969,2019,Cloud Architect,341614.0,0.98,97.9,Spark/PySpark
969,2019,Cloud Architect,341614.0,0.98,97.9,Copy-Paste Reporting
969,2019,Cloud Architect,341614.0,0.98,97.9,MLOps
969,2019,Cloud Architect,341614.0,0.98,97.9,SQL
969,2019,Cloud Architect,341614.0,0.98,97.9,Excel (Basic)
970,2021,Business Analyst,278794.0,0.98,120.7,Power BI
970,2021,Business Analyst,278794.0,0.98,120.7,MLOps
970,2021,Business Analyst,278794.0,0.98,120.7,Cold Calling
970,2021,Business Analyst,278794.0,0.98,120.7,Vector Databases
970,2021,Business Analyst,278794.0,0.98,120.7,Legacy VBA
970,2021,Business Analyst,278794.0,0.98,120.7,Spark/PySpark
971,2023,Financial Analyst,103473.0,0.98,117.0,R
971,2023,Financial Analyst,103473.0,0.98,117.0,Copy-Paste Reporting
971,2023,Financial Analyst,103473.0,0.98,117.0,Tableau
972,2025,AI Engineer,219989.0,0.861,161.2,Manual Testing
972,2025,AI Engineer,219989.0,0.861,161.2,Prompt Engineering
972,2025,AI Engineer,219989.0,0.861,161.2,Spark/PySpark
972,2025,AI Engineer,219989.0,0.861,161.2,MS Access
973,2025,Operations Analyst,108228.0,0.98,154.9,A/B Testing
973,2025,Operations Analyst,108228.0,0.98,154.9,Crystal Reports
973,2025,Operations Analyst,108228.0,0.98,154.9,Cloud (AWS/GCP)
973,2025,Operations Analyst,108228.0,0.98,154.9,Kubernetes
973,2025,Operations Analyst,108228.0,0.98,154.9,Copy-Paste Reporting
974,2022,HR Analyst,169341.0,0.863,135.2,Machine Learning
974,2022,HR Analyst,169341.0,0.863,135.2,COBOL
974,2022,HR Analyst,169341.0,0.863,135.2,MLOps
974,2022,HR Analyst,169341.0,0.863,135.2,Spark/PySpark
974,2022,HR Analyst,169341.0,0.863,135.2,Crystal Reports
974,2022,HR Analyst,169341.0,0.863,135.2,dbt
975,2025,Excel Analyst,116326.0,0.98,106.0,Prompt Engineering
975,2025,Excel Analyst,116326.0,0.98,106.0,Basic SEO
975,2025,Excel Analyst,116326.0,0.98,106.0,Legacy VBA
975,2025,Excel Analyst,116326.0,0.98,106.0,LLMs/GenAI
975,2025,Excel Analyst,116326.0,0.98,106.0,Python
975,2025,Excel Analyst,116326.0,0.98,106.0,R
976,2022,Supply Chain Analyst,230370.0,0.98,134.8,Deep Learning
976,2022,Supply Chain Analyst,230370.0,0.98,134.8,A/B Testing
976,2022,Supply Chain Analyst,230370.0,0.98,134.8,MS Access
976,2022,Supply Chain Analyst,230370.0,0.98,134.8,Prompt Engineering
976,2022,Supply Chain Analyst,230370.0,0.98,134.8,Cold Calling
976,2022,Supply Chain Analyst,230370.0,0.98,134.8,Crystal Reports
977,2024,SEO Specialist,164828.0,0.98,156.8,Cold Calling
977,2024,SEO Specialist,164828.0,0.98,156.8,COBOL
977,2024,SEO Specialist,164828.0,0.98,156.8,Excel (Basic)
977,2024,SEO Specialist,164828.0,0.98,156.8,Copy-Paste Reporting
977,2024,SEO Specialist,164828.0,0.98,156.8,Machine Learning
978,2024,AI Engineer,323803.0,0.398,159.6,Tableau
978,2024,AI Engineer,323803.0,0.398,159.6,Crystal Reports
978,2024,AI Engineer,323803.0,0.398,159.6,Statistics
978,2024,AI Engineer,323803.0,0.398,159.6,Prompt Engineering
979,2020,SQL Developer,87917.0,0.98,95.5,Legacy VBA
979,2020,SQL Developer,87917.0,0.98,95.5,COBOL
979,2020,SQL Developer,87917.0,0.98,95.5,Copy-Paste Reporting
980,2022,Supply Chain Analyst,186977.0,0.05,123.5,Statistics
980,2022,Supply Chain Analyst,186977.0,0.05,123.5,LLMs/GenAI
980,2022,Supply Chain Analyst,186977.0,0.05,123.5,Machine Learning
980,2022,Supply Chain Analyst,186977.0,0.05,123.5,Cloud (AWS/GCP)
980,2022,Supply Chain Analyst,186977.0,0.05,123.5,A/B Testing
981,2023,QA Engineer,143582.0,0.356,110.7,Cloud (AWS/GCP)
981,2023,QA Engineer,143582.0,0.356,110.7,Airflow
981,2023,QA Engineer,143582.0,0.356,110.7,SQL
982,2024,Accountant,110984.0,0.98,136.9,Copy-Paste Reporting
982,2024,Accountant,110984.0,0.98,136.9,Basic SEO
982,2024,Accountant,110984.0,0.98,136.9,Data Entry
982,2024,Accountant,110984.0,0.98,136.9,SQL
982,2024,Accountant,110984.0,0.98,136.9,Kubernetes
982,2024,Accountant,110984.0,0.98,136.9,COBOL
983,2021,Data Analyst,66182.0,0.98,121.2,Statistics
983,2021,Data Analyst,66182.0,0.98,121.2,Data Entry
983,2021,Data Analyst,66182.0,0.98,121.2,Legacy VBA
984,2020,Data Analyst,262140.0,0.98,109.7,Kubernetes
984,2020,Data Analyst,262140.0,0.98,109.7,Crystal Reports
984,2020,Data Analyst,262140.0,0.98,109.7,MS Access
984,2020,Data Analyst,262140.0,0.98,109.7,Cloud (AWS/GCP)
984,2020,Data Analyst,262140.0,0.98,109.7,Excel (Basic)
984,2020,Data Analyst,262140.0,0.98,109.7,LLMs/GenAI
985,2024,Operations Analyst,257792.0,0.601,150.7,Cloud (AWS/GCP)
985,2024,Operations Analyst,257792.0,0.601,150.7,MLOps
985,2024,Operations Analyst,257792.0,0.601,150.7,Deep Learning
985,2024,Operations Analyst,257792.0,0.601,150.7,Crystal Reports
986,2025,SEO Specialist,147311.0,0.98,142.0,R
986,2025,SEO Specialist,147311.0,0.98,142.0,Basic SEO
986,2025,SEO Specialist,147311.0,0.98,142.0,Copy-Paste Reporting
986,2025,SEO Specialist,147311.0,0.98,142.0,A/B Testing
986,2025,SEO Specialist,147311.0,0.98,142.0,Statistics
986,2025,SEO Specialist,147311.0,0.98,142.0,Deep Learning
987,2023,SEO Specialist,81165.0,0.98,104.1,Copy-Paste Reporting
987,2023,SEO Specialist,81165.0,0.98,104.1,Manual Testing
987,2023,SEO Specialist,81165.0,0.98,104.1,Crystal Reports
987,2023,SEO Specialist,81165.0,0.98,104.1,LLMs/GenAI
988,2022,Cloud Architect,162238.0,0.469,108.4,Data Entry
988,2022,Cloud Architect,162238.0,0.469,108.4,LLMs/GenAI
988,2022,Cloud Architect,162238.0,0.469,108.4,Deep Learning
988,2022,Cloud Architect,162238.0,0.469,108.4,R
989,2025,Business Analyst,129884.0,0.532,113.8,Vector Databases
989,2025,Business Analyst,129884.0,0.532,113.8,R
989,2025,Business Analyst,129884.0,0.532,113.8,LLMs/GenAI
989,2025,Business Analyst,129884.0,0.532,113.8,Power BI
989,2025,Business Analyst,129884.0,0.532,113.8,Legacy VBA
990,2021,Business Analyst,272143.0,0.725,123.6,Spark/PySpark
990,2021,Business Analyst,272143.0,0.725,123.6,Excel (Basic)
990,2021,Business Analyst,272143.0,0.725,123.6,Statistics
990,2021,Business Analyst,272143.0,0.725,123.6,Crystal Reports
990,2021,Business Analyst,272143.0,0.725,123.6,MLOps
990,2021,Business Analyst,272143.0,0.725,123.6,A/B Testing
991,2021,Accountant,169988.0,0.98,101.9,Legacy VBA
991,2021,Accountant,169988.0,0.98,101.9,Basic SEO
991,2021,Accountant,169988.0,0.98,101.9,Machine Learning
992,2020,Data Engineer,253783.0,0.172,109.8,Excel (Basic)
992,2020,Data Engineer,253783.0,0.172,109.8,Vector Databases
992,2020,Data Engineer,253783.0,0.172,109.8,Kubernetes
992,2020,Data Engineer,253783.0,0.172,109.8,Spark/PySpark
993,2022,Data Scientist,402026.0,0.34,129.0,Data Entry
993,2022,Data Scientist,402026.0,0.34,129.0,LLMs/GenAI
993,2022,Data Scientist,402026.0,0.34,129.0,SQL
993,2022,Data Scientist,402026.0,0.34,129.0,Tableau
993,2022,Data Scientist,402026.0,0.34,129.0,Deep Learning
993,2022,Data Scientist,402026.0,0.34,129.0,Kubernetes
994,2024,Data Engineer,323986.0,0.98,149.2,Data Entry
994,2024,Data Engineer,323986.0,0.98,149.2,Crystal Reports
994,2024,Data Engineer,323986.0,0.98,149.2,dbt
994,2024,Data Engineer,323986.0,0.98,149.2,Vector Databases
994,2024,Data Engineer,323986.0,0.98,149.2,Excel (Basic)
995,2025,Content Strategist,223082.0,0.639,105.3,MLOps
995,2025,Content Strategist,223082.0,0.639,105.3,COBOL
995,2025,Content Strategist,223082.0,0.639,105.3,Power BI
995,2025,Content Strategist,223082.0,0.639,105.3,SQL
996,2023,Excel Analyst,56662.0,0.98,91.1,Legacy VBA
996,2023,Excel Analyst,56662.0,0.98,91.1,R
996,2023,Excel Analyst,56662.0,0.98,91.1,Power BI
997,2024,Data Scientist,207873.0,0.98,118.1,Copy-Paste Reporting
997,2024,Data Scientist,207873.0,0.98,118.1,COBOL
997,2024,Data Scientist,207873.0,0.98,118.1,Airflow
997,2024,Data Scientist,207873.0,0.98,118.1,Kubernetes
998,2022,Excel Analyst,161304.0,0.98,114.6,A/B Testing
998,2022,Excel Analyst,161304.0,0.98,114.6,MS Access
998,2022,Excel Analyst,161304.0,0.98,114.6,Prompt Engineering
998,2022,Excel Analyst,161304.0,0.98,114.6,Excel (Basic)
999,2022,Machine Learning Engineer,399655.0,0.157,112.4,R
999,2022,Machine Learning Engineer,399655.0,0.157,112.4,Kubernetes
999,2022,Machine Learning Engineer,399655.0,0.157,112.4,Manual Testing
999,2022,Machine Learning Engineer,399655.0,0.157,112.4,Cloud (AWS/GCP)
999,2022,Machine Learning Engineer,399655.0,0.157,112.4,Machine Learning
1000,2025,Software Developer,195616.0,0.85,142.0,Statistics
1000,2025,Software Developer,195616.0,0.85,142.0,Excel (Basic)
1000,2025,Software Developer,195616.0,0.85,142.0,Spark/PySpark
1000,2025,Software Developer,195616.0,0.85,142.0,Kubernetes
1000,2025,Software Developer,195616.0,0.85,142.0,Python
1000,2025,Software Developer,195616.0,0.85,142.0,Legacy VBA
1001,2020,Supply Chain Analyst,116023.0,0.98,107.7,Machine Learning
1001,2020,Supply Chain Analyst,116023.0,0.98,107.7,MS Access
1001,2020,Supply Chain Analyst,116023.0,0.98,107.7,Data Entry
1001,2020,Supply Chain Analyst,116023.0,0.98,107.7,Vector Databases
1001,2020,Supply Chain Analyst,116023.0,0.98,107.7,Crystal Reports
1002,2024,Accountant,280591.0,0.572,151.0,Vector Databases
1002,2024,Accountant,280591.0,0.572,151.0,COBOL
1002,2024,Accountant,280591.0,0.572,151.0,Tableau
1002,2024,Accountant,280591.0,0.572,151.0,A/B Testing
1002,2024,Accountant,280591.0,0.572,151.0,Prompt Engineering
1002,2024,Accountant,280591.0,0.572,151.0,Kubernetes
1003,2023,Operations Analyst,148730.0,0.98,138.8,Power BI
1003,2023,Operations Analyst,148730.0,0.98,138.8,Cold Calling
1003,2023,Operations Analyst,148730.0,0.98,138.8,MLOps
1003,2023,Operations Analyst,148730.0,0.98,138.8,Copy-Paste Reporting
1003,2023,Operations Analyst,148730.0,0.98,138.8,Deep Learning
1004,2019,Product Manager,162644.0,0.317,106.6,Deep Learning
1004,2019,Product Manager,162644.0,0.317,106.6,MS Access
1004,2019,Product Manager,162644.0,0.317,106.6,Prompt Engineering
1005,2022,Data Analyst,171852.0,0.98,106.8,Statistics
1005,2022,Data Analyst,171852.0,0.98,106.8,A/B Testing
1005,2022,Data Analyst,171852.0,0.98,106.8,Legacy VBA
1005,2022,Data Analyst,171852.0,0.98,106.8,COBOL
1005,2022,Data Analyst,171852.0,0.98,106.8,R
1005,2022,Data Analyst,171852.0,0.98,106.8,Crystal Reports
1006,2019,Accountant,103191.0,0.98,85.8,Airflow
1006,2019,Accountant,103191.0,0.98,85.8,MS Access
1006,2019,Accountant,103191.0,0.98,85.8,Legacy VBA
1006,2019,Accountant,103191.0,0.98,85.8,Basic SEO
1006,2019,Accountant,103191.0,0.98,85.8,A/B Testing
1007,2019,Accountant,229469.0,0.627,106.0,LLMs/GenAI
1007,2019,Accountant,229469.0,0.627,106.0,Deep Learning
1007,2019,Accountant,229469.0,0.627,106.0,Vector Databases
1007,2019,Accountant,229469.0,0.627,106.0,Basic SEO
1008,2021,Business Analyst,231230.0,0.468,114.8,Vector Databases
1008,2021,Business Analyst,231230.0,0.468,114.8,Cloud (AWS/GCP)
1008,2021,Business Analyst,231230.0,0.468,114.8,MLOps
1008,2021,Business Analyst,231230.0,0.468,114.8,Legacy VBA
1009,2023,Machine Learning Engineer,259491.0,0.98,131.7,Kubernetes
