year,experience_ord,role_encoded,num_skills,skill_count,avg_skill_trend_score,demand_index,salary_vs_median,salary_cagr_5yr,future_proof,salary_usd,automation_risk,job_role,experience_level,risk_label
2022,2,6,4,4,5.35,123.4,0.765,0.0674,0,113746.0,0.98,Data Analyst,Mid,Critical Risk
2020,2,1,4,4,7.4,111.3,1.036,0.0589,0,154048.0,0.855,Accountant,Mid,Critical Risk
2025,3,21,4,4,5.28,111.9,1.025,0.044,0,199441.0,0.98,Software Developer,Senior,Critical Risk
2019,3,19,5,5,6.26,108.3,0.77,0.0467,0,149847.0,0.98,SEO Specialist,Senior,Critical Risk
2022,5,21,4,4,7.8,110.4,1.188,0.044,1,303833.0,0.05,Software Developer,Principal,Low Risk
2021,1,4,5,5,5.56,118.7,1.284,0.0635,0,140645.0,0.832,Cloud Architect,Entry,Critical Risk
2025,4,4,3,3,8.17,119.3,1.488,0.0635,1,342313.0,0.05,Cloud Architect,Lead,Low Risk
2024,2,11,5,5,5.68,93.7,0.737,-0.0074,0,109645.0,0.98,Excel Analyst,Mid,Critical Risk
2021,4,8,4,4,8.5,120.0,1.278,0.0881,1,294017.0,0.05,Data Scientist,Lead,Low Risk
2021,2,2,4,4,4.9,109.3,0.898,0.0454,0,133584.0,0.98,BI Developer,Mid,Critical Risk
2020,5,11,3,3,6.7,97.8,0.801,-0.0074,0,204845.0,0.952,Excel Analyst,Principal,Critical Risk
2022,1,1,6,6,6.65,118.0,1.013,0.0589,0,110890.0,0.973,Accountant,Entry,Critical Risk
2025,3,5,4,4,6.6,141.6,0.927,0.0492,0,180230.0,0.563,Content Strategist,Senior,High Risk
2023,5,3,4,4,6.58,136.7,0.959,0.072,0,245310.0,0.74,Business Analyst,Principal,High Risk
2024,1,6,3,3,6.97,156.1,0.972,0.0674,0,106448.0,0.576,Data Analyst,Entry,High Risk
2020,3,19,6,6,7.65,100.0,1.096,0.0467,0,213094.0,0.378,SEO Specialist,Senior,Moderate Risk
2024,3,9,6,6,5.88,148.4,1.376,0.061,0,267620.0,0.98,DevOps Engineer,Senior,Critical Risk
2024,2,22,6,6,5.17,150.7,1.094,0.0662,0,162669.0,0.98,Statistician,Mid,Critical Risk
2020,4,18,5,5,6.5,104.6,1.02,0.0194,0,234578.0,0.571,QA Engineer,Lead,High Risk
2019,1,21,4,4,5.0,99.6,0.902,0.044,0,98790.0,0.98,Software Developer,Entry,Critical Risk
2024,3,4,5,5,7.22,147.1,1.584,0.0635,0,307978.0,0.67,Cloud Architect,Senior,High Risk
2023,5,20,4,4,7.35,121.0,1.102,0.0651,0,281979.0,0.676,SQL Developer,Principal,High Risk
2022,4,17,5,5,5.72,120.4,1.277,0.0733,0,293671.0,0.98,Product Manager,Lead,Critical Risk
2021,5,18,3,3,9.3,108.0,1.205,0.0194,1,308098.0,0.05,QA Engineer,Principal,Low Risk
2021,3,13,6,6,5.42,108.8,0.864,0.015,0,168103.0,0.98,HR Analyst,Senior,Critical Risk
2022,2,18,4,4,5.15,120.8,0.847,0.0194,0,125941.0,0.98,QA Engineer,Mid,Critical Risk
2024,1,17,6,6,7.08,103.3,1.596,0.0733,0,174761.0,0.551,Product Manager,Entry,High Risk
2022,1,5,4,4,6.85,107.0,0.9,0.0492,0,98511.0,0.769,Content Strategist,Entry,Critical Risk
2024,4,0,4,4,7.45,161.9,1.533,0.0761,1,352698.0,0.244,AI Engineer,Lead,Low Risk
2021,4,10,6,6,5.52,110.1,0.924,0.0445,0,212557.0,0.98,Digital Marketer,Lead,Critical Risk
2024,5,13,5,5,6.5,116.0,0.967,0.015,0,247368.0,0.565,HR Analyst,Principal,High Risk
2021,4,9,5,5,4.62,106.2,1.06,0.061,0,243886.0,0.98,DevOps Engineer,Lead,Critical Risk
2021,5,10,6,6,5.35,104.5,0.838,0.0445,0,214441.0,0.98,Digital Marketer,Principal,Critical Risk
2019,3,19,6,6,5.18,104.6,0.753,0.0467,0,146417.0,0.98,SEO Specialist,Senior,Critical Risk
2022,3,11,4,4,3.47,113.9,0.518,-0.0074,0,100796.0,0.98,Excel Analyst,Senior,Critical Risk
2024,3,22,6,6,9.07,129.7,1.699,0.0662,1,330418.0,0.05,Statistician,Senior,Low Risk
2023,3,14,4,4,9.1,125.4,1.067,0.0167,1,207480.0,0.062,IT Support Specialist,Senior,Low Risk
2019,1,2,4,4,5.2,92.2,0.784,0.0454,0,85834.0,0.98,BI Developer,Entry,Critical Risk
2020,4,6,6,6,6.27,102.7,0.955,0.0674,0,219779.0,0.899,Data Analyst,Lead,Critical Risk
2019,1,4,5,5,6.5,102.3,1.342,0.0635,0,146967.0,0.409,Cloud Architect,Entry,Moderate Risk
2025,4,22,4,4,6.35,162.1,0.941,0.0662,0,216395.0,0.752,Statistician,Lead,Critical Risk
2019,4,20,4,4,6.55,101.0,0.783,0.0651,0,180002.0,0.706,SQL Developer,Lead,High Risk
2020,1,13,3,3,5.67,105.3,0.712,0.015,0,78005.0,0.98,HR Analyst,Entry,Critical Risk
2021,2,3,6,6,8.1,112.8,1.356,0.072,1,201644.0,0.05,Business Analyst,Mid,Low Risk
2020,1,6,4,4,7.12,104.0,0.938,0.0674,0,102714.0,0.58,Data Analyst,Entry,High Risk
2019,5,23,3,3,6.43,102.2,0.795,0.0549,0,203439.0,0.722,Supply Chain Analyst,Principal,High Risk
2025,2,15,5,5,4.06,155.3,1.322,0.0728,0,196569.0,0.98,Machine Learning Engineer,Mid,Critical Risk
2022,2,17,5,5,7.18,127.3,1.401,0.0733,1,208420.0,0.337,Product Manager,Mid,Moderate Risk
2023,5,0,4,4,6.7,133.6,1.526,0.0761,0,390379.0,0.275,AI Engineer,Principal,Moderate Risk
2025,5,1,4,4,7.0,142.1,0.95,0.0589,0,243100.0,0.926,Accountant,Principal,Critical Risk
2022,5,6,3,3,4.3,137.4,0.7,0.0674,0,179058.0,0.98,Data Analyst,Principal,Critical Risk
2020,1,4,4,4,4.82,106.1,1.169,0.0635,0,128074.0,0.98,Cloud Architect,Entry,Critical Risk
2023,3,0,3,3,6.3,110.3,1.287,0.0761,0,250299.0,0.576,AI Engineer,Senior,High Risk
2025,2,7,3,3,8.3,115.4,1.293,0.1045,1,192297.0,0.106,Data Engineer,Mid,Low Risk
2024,4,21,5,5,6.3,119.3,1.253,0.044,0,288319.0,0.882,Software Developer,Lead,Critical Risk
2020,4,13,3,3,5.93,116.0,0.652,0.015,0,149908.0,0.722,HR Analyst,Lead,High Risk
2022,1,9,3,3,4.77,120.5,1.041,0.061,0,113968.0,0.98,DevOps Engineer,Entry,Critical Risk
2020,1,5,6,6,5.2,108.6,0.727,0.0492,0,79635.0,0.98,Content Strategist,Entry,Critical Risk
2020,5,19,5,5,5.64,99.4,0.749,0.0467,0,191531.0,0.98,SEO Specialist,Principal,Critical Risk
2020,4,19,4,4,6.5,109.4,0.673,0.0467,0,154862.0,0.846,SEO Specialist,Lead,Critical Risk
2023,3,4,5,5,5.92,125.1,1.306,0.0635,0,253951.0,0.721,Cloud Architect,Senior,High Risk
2023,3,17,6,6,6.75,108.8,1.443,0.0733,0,280582.0,0.578,Product Manager,Senior,High Risk
2020,1,0,4,4,5.3,112.5,1.377,0.0761,0,150817.0,0.98,AI Engineer,Entry,Critical Risk
2024,5,22,4,4,8.8,116.9,1.313,0.0662,1,335900.0,0.05,Statistician,Principal,Low Risk
2021,5,9,5,5,6.12,128.3,1.327,0.061,0,339458.0,0.556,DevOps Engineer,Principal,High Risk
2020,1,17,4,4,3.92,111.2,0.939,0.0733,0,102835.0,0.98,Product Manager,Entry,Critical Risk
2019,3,1,6,6,6.95,98.5,1.117,0.0589,0,217284.0,0.98,Accountant,Senior,Critical Risk
2022,1,18,3,3,3.67,87.6,0.67,0.0194,0,73404.0,0.98,QA Engineer,Entry,Critical Risk
2023,3,3,4,4,6.75,113.5,0.959,0.072,0,186594.0,0.64,Business Analyst,Senior,High Risk
2024,4,17,3,3,8.47,155.8,1.159,0.0733,1,266646.0,0.05,Product Manager,Lead,Low Risk
2020,3,7,3,3,7.37,100.3,1.055,0.1045,1,205090.0,0.05,Data Engineer,Senior,Low Risk
2023,2,18,4,4,4.97,94.6,0.79,0.0194,0,117503.0,0.98,QA Engineer,Mid,Critical Risk
2023,5,17,3,3,5.97,116.3,1.1,0.0733,0,281305.0,0.748,Product Manager,Principal,High Risk
2023,1,8,5,5,6.18,115.1,1.369,0.0881,0,149976.0,0.98,Data Scientist,Entry,Critical Risk
2021,3,2,4,4,7.1,105.8,0.987,0.0454,0,191881.0,0.68,BI Developer,Senior,High Risk
2021,1,7,4,4,3.88,115.9,1.043,0.1045,0,114237.0,0.98,Data Engineer,Entry,Critical Risk
2019,1,4,6,6,6.1,105.9,1.439,0.0635,0,157621.0,0.555,Cloud Architect,Entry,High Risk
2023,5,22,4,4,5.12,132.7,0.897,0.0662,0,229336.0,0.98,Statistician,Principal,Critical Risk
2024,1,5,3,3,6.33,142.5,0.766,0.0492,0,83924.0,0.633,Content Strategist,Entry,High Risk
2021,4,3,6,6,5.07,105.0,1.02,0.072,0,234647.0,0.98,Business Analyst,Lead,Critical Risk
2025,4,13,3,3,5.8,144.4,0.809,0.015,0,186162.0,0.98,HR Analyst,Lead,Critical Risk
2019,2,2,3,3,8.57,101.8,0.938,0.0454,1,139569.0,0.05,BI Developer,Mid,Low Risk
2022,2,21,5,5,7.22,119.8,1.281,0.044,0,190570.0,0.584,Software Developer,Mid,High Risk
2019,3,13,5,5,7.1,103.4,0.883,0.015,0,171699.0,0.643,HR Analyst,Senior,High Risk
2024,5,21,6,6,6.73,121.6,1.399,0.044,0,357799.0,0.681,Software Developer,Principal,High Risk
2023,2,7,4,4,5.2,125.3,1.232,0.1045,0,183185.0,0.98,Data Engineer,Mid,Critical Risk
2023,4,7,4,4,6.7,112.3,1.353,0.1045,0,311137.0,0.344,Data Engineer,Lead,Moderate Risk
2021,1,7,6,6,4.98,110.6,1.263,0.1045,0,138291.0,0.98,Data Engineer,Entry,Critical Risk
2020,2,15,5,5,5.16,104.3,1.16,0.0728,0,172585.0,0.98,Machine Learning Engineer,Mid,Critical Risk
2024,2,10,6,6,6.18,129.0,1.057,0.0445,0,157256.0,0.98,Digital Marketer,Mid,Critical Risk
2020,2,20,3,3,8.07,108.5,0.864,0.0651,1,128429.0,0.219,SQL Developer,Mid,Low Risk
2020,1,20,6,6,7.0,103.6,1.021,0.0651,0,111767.0,0.67,SQL Developer,Entry,High Risk
2023,4,17,3,3,8.17,124.8,1.175,0.0733,1,270200.0,0.05,Product Manager,Lead,Low Risk
2019,5,11,3,3,7.3,94.7,0.621,-0.0074,0,158799.0,0.482,Excel Analyst,Principal,Moderate Risk
2019,3,20,5,5,6.34,108.6,0.908,0.0651,0,176660.0,0.98,SQL Developer,Senior,Critical Risk
2023,5,3,6,6,6.92,145.9,1.322,0.072,0,338057.0,0.565,Business Analyst,Principal,High Risk
2024,2,19,5,5,6.38,156.0,0.947,0.0467,0,140809.0,0.98,SEO Specialist,Mid,Critical Risk
2022,3,8,3,3,6.63,120.4,1.178,0.0881,0,229174.0,0.46,Data Scientist,Senior,Moderate Risk
2021,5,8,4,4,6.38,110.8,1.128,0.0881,0,288505.0,0.469,Data Scientist,Principal,Moderate Risk
2021,2,12,4,4,5.28,112.7,0.786,0.0709,0,116954.0,0.98,Financial Analyst,Mid,Critical Risk
2024,3,14,4,4,5.62,102.4,0.705,0.0167,0,137030.0,0.98,IT Support Specialist,Senior,Critical Risk
2022,4,10,6,6,6.22,126.5,0.883,0.0445,0,203012.0,0.98,Digital Marketer,Lead,Critical Risk
2019,5,1,5,5,4.46,92.0,0.665,0.0589,0,170210.0,0.98,Accountant,Principal,Critical Risk
2020,3,3,3,3,2.83,118.9,0.535,0.072,0,104037.0,0.98,Business Analyst,Senior,Critical Risk
2021,1,8,4,4,5.98,120.0,1.161,0.0881,0,127089.0,0.834,Data Scientist,Entry,Critical Risk
2024,5,1,6,6,7.12,123.0,1.323,0.0589,0,338393.0,0.826,Accountant,Principal,Critical Risk
2022,4,8,5,5,5.58,107.6,1.189,0.0881,0,273404.0,0.98,Data Scientist,Lead,Critical Risk
2023,5,18,3,3,4.9,125.0,0.816,0.0194,0,208801.0,0.98,QA Engineer,Principal,Critical Risk
2023,4,8,6,6,5.38,121.7,1.238,0.0881,0,284682.0,0.98,Data Scientist,Lead,Critical Risk
2020,5,1,6,6,5.22,105.3,0.89,0.0589,0,227713.0,0.98,Accountant,Principal,Critical Risk
2020,1,6,3,3,3.9,106.2,0.551,0.0674,0,60362.0,0.98,Data Analyst,Entry,Critical Risk
2022,1,18,4,4,5.25,90.1,0.865,0.0194,0,94717.0,0.98,QA Engineer,Entry,Critical Risk
2025,3,8,5,5,6.24,135.8,1.344,0.0881,0,261452.0,0.98,Data Scientist,Senior,Critical Risk
2024,5,12,4,4,5.35,154.2,0.93,0.0709,0,237990.0,0.98,Financial Analyst,Principal,Critical Risk
2025,2,3,6,6,6.9,162.2,1.129,0.072,0,167944.0,0.842,Business Analyst,Mid,Critical Risk
2021,3,12,3,3,4.67,107.1,0.733,0.0709,0,142593.0,0.98,Financial Analyst,Senior,Critical Risk
2025,1,9,3,3,6.0,136.1,1.089,0.061,0,119218.0,0.766,DevOps Engineer,Entry,Critical Risk
2020,5,12,3,3,1.4,97.2,0.604,0.0709,0,154470.0,0.98,Financial Analyst,Principal,Critical Risk
2025,1,4,3,3,8.27,139.8,1.514,0.0635,1,165762.0,0.05,Cloud Architect,Entry,Low Risk
2021,5,20,3,3,6.6,108.2,0.977,0.0651,0,249981.0,0.517,SQL Developer,Principal,High Risk
2019,5,14,4,4,6.78,96.4,0.729,0.0167,0,186344.0,0.725,IT Support Specialist,Principal,High Risk
2021,2,4,4,4,6.95,111.1,1.338,0.0635,0,198969.0,0.3,Cloud Architect,Mid,Moderate Risk
2025,1,5,3,3,1.93,161.1,0.504,0.0492,0,55153.0,0.98,Content Strategist,Entry,Critical Risk
2021,1,14,5,5,5.1,106.4,0.698,0.0167,0,76443.0,0.98,IT Support Specialist,Entry,Critical Risk
2021,2,20,5,5,5.74,97.1,0.958,0.0651,0,142504.0,0.98,SQL Developer,Mid,Critical Risk
2021,1,15,3,3,8.03,119.8,1.32,0.0728,1,144503.0,0.05,Machine Learning Engineer,Entry,Low Risk
2021,3,7,4,4,7.55,116.6,1.369,0.1045,1,266245.0,0.112,Data Engineer,Senior,Low Risk
2019,1,7,3,3,8.7,99.8,1.187,0.1045,1,130031.0,0.05,Data Engineer,Entry,Low Risk
2020,5,16,5,5,6.32,100.2,0.963,0.0783,0,246189.0,0.98,Operations Analyst,Principal,Critical Risk
2025,1,19,4,4,3.78,140.9,0.707,0.0467,0,77468.0,0.98,SEO Specialist,Entry,Critical Risk
2022,4,0,4,4,5.15,129.1,1.318,0.0761,0,303117.0,0.98,AI Engineer,Lead,Critical Risk
2022,3,2,6,6,7.5,116.6,1.383,0.0454,1,268974.0,0.168,BI Developer,Senior,Low Risk
2020,3,0,4,4,6.85,113.7,1.344,0.0761,0,261385.0,0.369,AI Engineer,Senior,Moderate Risk
2019,5,4,6,6,5.32,107.0,1.244,0.0635,0,318202.0,0.98,Cloud Architect,Principal,Critical Risk
2022,1,21,6,6,4.97,114.4,1.097,0.044,0,120090.0,0.98,Software Developer,Entry,Critical Risk
2024,1,23,3,3,4.63,130.2,0.66,0.0549,0,72312.0,0.98,Supply Chain Analyst,Entry,Critical Risk
2019,2,14,3,3,4.6,91.7,0.469,0.0167,0,69757.0,0.98,IT Support Specialist,Mid,Critical Risk
2025,3,21,3,3,6.73,159.8,1.114,0.044,0,216705.0,0.744,Software Developer,Senior,High Risk
2025,1,13,6,6,6.2,122.7,0.867,0.015,0,94977.0,0.947,HR Analyst,Entry,Critical Risk
2024,3,4,6,6,5.92,165.9,1.583,0.0635,0,307778.0,0.98,Cloud Architect,Senior,Critical Risk
2022,3,7,3,3,5.83,129.6,1.081,0.1045,0,210314.0,0.578,Data Engineer,Senior,High Risk
2021,3,15,6,6,4.05,116.5,1.146,0.0728,0,222950.0,0.98,Machine Learning Engineer,Senior,Critical Risk
2022,5,18,6,6,8.02,92.7,1.265,0.0194,1,323482.0,0.098,QA Engineer,Principal,Low Risk
2025,2,23,3,3,6.47,151.2,0.865,0.0549,0,128667.0,0.918,Supply Chain Analyst,Mid,Critical Risk
2022,4,23,4,4,2.88,119.6,0.632,0.0549,0,145417.0,0.98,Supply Chain Analyst,Lead,Critical Risk
2025,5,16,4,4,7.45,159.0,0.905,0.0783,1,231466.0,0.31,Operations Analyst,Principal,Moderate Risk
2022,2,9,3,3,3.97,126.1,0.921,0.061,0,137051.0,0.98,DevOps Engineer,Mid,Critical Risk
2024,3,5,5,5,6.26,118.5,0.915,0.0492,0,177862.0,0.953,Content Strategist,Senior,Critical Risk
2022,1,16,5,5,7.14,118.5,0.999,0.0783,0,109381.0,0.556,Operations Analyst,Entry,High Risk
2024,1,23,5,5,5.96,110.0,1.063,0.0549,0,116396.0,0.98,Supply Chain Analyst,Entry,Critical Risk
2022,4,5,6,6,6.98,121.2,1.201,0.0492,0,276336.0,0.588,Content Strategist,Lead,High Risk
2023,3,17,3,3,4.13,123.4,0.91,0.0733,0,177070.0,0.98,Product Manager,Senior,Critical Risk
2019,3,23,5,5,6.82,102.5,1.033,0.0549,0,200956.0,0.829,Supply Chain Analyst,Senior,Critical Risk
2021,5,7,5,5,6.6,118.3,1.384,0.1045,0,353874.0,0.654,Data Engineer,Principal,High Risk
2024,4,7,5,5,5.7,147.6,1.34,0.1045,0,308155.0,0.85,Data Engineer,Lead,Critical Risk
2025,3,3,4,4,5.05,152.9,0.691,0.072,0,134371.0,0.98,Business Analyst,Senior,Critical Risk
2020,4,23,5,5,4.82,98.6,0.831,0.0549,0,191051.0,0.98,Supply Chain Analyst,Lead,Critical Risk
2020,4,14,6,6,4.75,109.6,0.536,0.0167,0,123186.0,0.98,IT Support Specialist,Lead,Critical Risk
2022,2,22,3,3,6.03,119.9,0.958,0.0662,0,142554.0,0.408,Statistician,Mid,Moderate Risk
2021,1,5,5,5,4.24,123.9,0.633,0.0492,0,69335.0,0.98,Content Strategist,Entry,Critical Risk
2021,3,15,6,6,3.12,118.1,1.049,0.0728,0,204060.0,0.98,Machine Learning Engineer,Senior,Critical Risk
2020,3,5,3,3,4.73,104.2,0.59,0.0492,0,114693.0,0.98,Content Strategist,Senior,Critical Risk
2022,5,15,5,5,7.28,105.3,1.543,0.0728,1,394716.0,0.233,Machine Learning Engineer,Principal,Low Risk
2023,1,8,3,3,6.63,144.1,1.237,0.0881,0,135520.0,0.449,Data Scientist,Entry,Moderate Risk
2020,5,21,4,4,6.75,111.1,1.118,0.044,0,285828.0,0.589,Software Developer,Principal,High Risk
2024,3,14,5,5,7.7,99.6,1.135,0.0167,0,220747.0,0.673,IT Support Specialist,Senior,High Risk
2021,3,3,6,6,7.52,123.8,1.162,0.072,1,226051.0,0.172,Business Analyst,Senior,Low Risk
2019,5,7,3,3,5.83,105.3,1.007,0.1045,0,257521.0,0.694,Data Engineer,Principal,High Risk
2019,5,8,3,3,5.87,101.4,0.997,0.0881,0,254916.0,0.738,Data Scientist,Principal,High Risk
2019,4,23,5,5,5.98,102.8,0.79,0.0549,0,181630.0,0.919,Supply Chain Analyst,Lead,Critical Risk
2022,4,10,4,4,5.38,128.6,0.676,0.0445,0,155409.0,0.98,Digital Marketer,Lead,Critical Risk
2019,5,12,5,5,7.34,103.0,1.143,0.0709,0,292425.0,0.574,Financial Analyst,Principal,High Risk
2021,4,8,4,4,6.38,108.8,1.001,0.0881,0,230236.0,0.52,Data Scientist,Lead,High Risk
2024,1,21,3,3,3.77,125.1,0.889,0.044,0,97359.0,0.98,Software Developer,Entry,Critical Risk
2019,1,20,6,6,5.85,102.0,1.036,0.0651,0,113487.0,0.98,SQL Developer,Entry,Critical Risk
2025,1,14,3,3,4.13,81.4,0.609,0.0167,0,66729.0,0.98,IT Support Specialist,Entry,Critical Risk
2019,5,20,4,4,5.78,102.6,0.882,0.0651,0,225711.0,0.98,SQL Developer,Principal,Critical Risk
2020,1,10,3,3,3.87,100.1,0.591,0.0445,0,64741.0,0.98,Digital Marketer,Entry,Critical Risk
2020,1,13,6,6,6.07,110.7,1.059,0.015,0,115934.0,0.98,HR Analyst,Entry,Critical Risk
2025,2,1,6,6,3.82,121.0,0.848,0.0589,0,126119.0,0.98,Accountant,Mid,Critical Risk
2024,5,12,4,4,6.2,122.4,1.106,0.0709,0,282775.0,0.98,Financial Analyst,Principal,Critical Risk
2019,2,22,5,5,7.14,96.6,1.02,0.0662,1,151684.0,0.138,Statistician,Mid,Low Risk
2019,5,13,3,3,8.57,98.5,0.849,0.015,1,217077.0,0.05,HR Analyst,Principal,Low Risk
2019,5,16,6,6,5.27,100.0,0.864,0.0783,0,220931.0,0.98,Operations Analyst,Principal,Critical Risk
2022,2,11,4,4,5.28,114.5,0.684,-0.0074,0,101802.0,0.98,Excel Analyst,Mid,Critical Risk
2025,3,0,4,4,7.05,129.9,1.465,0.0761,1,284982.0,0.327,AI Engineer,Senior,Moderate Risk
2025,5,19,4,4,8.78,158.8,1.123,0.0467,1,287170.0,0.205,SEO Specialist,Principal,Low Risk
2024,4,10,3,3,6.7,127.4,0.843,0.0445,0,193977.0,0.855,Digital Marketer,Lead,Critical Risk
2022,3,22,3,3,6.9,135.1,0.96,0.0662,0,186658.0,0.447,Statistician,Senior,Moderate Risk
2020,1,2,3,3,6.53,91.4,0.961,0.0454,0,105203.0,0.606,BI Developer,Entry,High Risk
2023,4,4,4,4,7.08,118.1,1.486,0.0635,0,341919.0,0.524,Cloud Architect,Lead,High Risk
2024,2,18,3,3,6.8,133.6,0.915,0.0194,0,136048.0,0.65,QA Engineer,Mid,High Risk
2020,5,20,6,6,6.27,103.1,1.031,0.0651,0,263579.0,0.98,SQL Developer,Principal,Critical Risk
2021,3,20,3,3,8.6,113.0,1.003,0.0651,1,195036.0,0.223,SQL Developer,Senior,Low Risk
2022,2,18,5,5,3.76,111.3,0.836,0.0194,0,124305.0,0.98,QA Engineer,Mid,Critical Risk
2025,1,11,6,6,6.02,80.2,0.87,-0.0074,0,95282.0,0.98,Excel Analyst,Entry,Critical Risk
2022,2,17,6,6,5.32,124.1,1.248,0.0733,0,185661.0,0.98,Product Manager,Mid,Critical Risk
2019,4,3,6,6,6.87,98.4,0.937,0.072,0,215451.0,0.51,Business Analyst,Lead,High Risk
2019,1,19,4,4,7.05,95.7,0.808,0.0467,0,88525.0,0.945,SEO Specialist,Entry,Critical Risk
2019,3,10,3,3,6.1,93.3,0.615,0.0445,0,119559.0,0.951,Digital Marketer,Senior,Critical Risk
2022,3,2,3,3,6.1,126.3,0.823,0.0454,0,160109.0,0.741,BI Developer,Senior,High Risk
2021,3,18,4,4,3.78,115.9,0.81,0.0194,0,157605.0,0.98,QA Engineer,Senior,Critical Risk
2024,5,3,3,3,8.07,140.4,0.904,0.072,1,231175.0,0.137,Business Analyst,Principal,Low Risk
2021,2,9,4,4,8.12,94.1,1.28,0.061,1,190326.0,0.05,DevOps Engineer,Mid,Low Risk
2022,5,17,5,5,6.98,118.9,1.348,0.0733,0,344726.0,0.508,Product Manager,Principal,High Risk
2019,3,9,3,3,5.23,100.4,0.917,0.061,0,178376.0,0.697,DevOps Engineer,Senior,High Risk
2023,4,0,3,3,8.4,109.6,1.468,0.0761,1,337724.0,0.05,AI Engineer,Lead,Low Risk
2020,1,0,5,5,5.58,103.3,1.422,0.0761,0,155675.0,0.98,AI Engineer,Entry,Critical Risk
2024,3,6,4,4,7.98,149.9,0.917,0.0674,1,178367.0,0.125,Data Analyst,Senior,Low Risk
2019,2,0,4,4,5.35,97.2,1.185,0.0761,0,176280.0,0.98,AI Engineer,Mid,Critical Risk
2021,3,13,6,6,6.98,119.0,1.007,0.015,0,195916.0,0.765,HR Analyst,Senior,Critical Risk
2020,3,10,4,4,8.95,109.8,0.999,0.0445,1,194277.0,0.05,Digital Marketer,Senior,Low Risk
2020,5,16,4,4,2.0,97.8,0.565,0.0783,0,144489.0,0.98,Operations Analyst,Principal,Critical Risk
2020,1,15,4,4,8.65,107.4,1.56,0.0728,1,170861.0,0.05,Machine Learning Engineer,Entry,Low Risk
2024,3,3,5,5,8.44,160.1,1.209,0.072,1,235221.0,0.05,Business Analyst,Senior,Low Risk
2022,2,10,4,4,6.45,111.6,0.764,0.0445,0,113682.0,0.718,Digital Marketer,Mid,High Risk
2024,4,0,4,4,3.62,135.1,1.241,0.0761,0,285499.0,0.98,AI Engineer,Lead,Critical Risk
2019,4,17,3,3,8.67,98.4,1.072,0.0733,1,246596.0,0.05,Product Manager,Lead,Low Risk
2020,3,14,3,3,4.27,102.0,0.502,0.0167,0,97623.0,0.98,IT Support Specialist,Senior,Critical Risk
2020,2,22,6,6,6.0,110.6,1.066,0.0662,0,158567.0,0.98,Statistician,Mid,Critical Risk
2023,5,1,6,6,6.15,103.5,0.977,0.0589,0,249883.0,0.98,Accountant,Principal,Critical Risk
2021,3,9,3,3,6.1,130.9,0.92,0.061,0,178970.0,0.604,DevOps Engineer,Senior,High Risk
2022,3,14,6,6,4.68,95.9,0.793,0.0167,0,154154.0,0.98,IT Support Specialist,Senior,Critical Risk
2022,3,5,6,6,6.15,105.3,0.999,0.0492,0,194364.0,0.98,Content Strategist,Senior,Critical Risk
2022,5,16,4,4,6.58,124.3,0.85,0.0783,0,217454.0,0.756,Operations Analyst,Principal,Critical Risk
2025,5,0,6,6,6.42,133.4,1.793,0.0761,0,458627.0,0.711,AI Engineer,Principal,High Risk
2024,4,13,6,6,6.33,113.1,1.055,0.015,0,242724.0,0.98,HR Analyst,Lead,Critical Risk
2021,1,10,6,6,5.05,117.3,0.77,0.0445,0,84378.0,0.98,Digital Marketer,Entry,Critical Risk
2025,3,15,3,3,6.3,147.2,1.377,0.0728,0,267742.0,0.785,Machine Learning Engineer,Senior,Critical Risk
2020,4,4,4,4,8.62,107.2,1.489,0.0635,1,342447.0,0.05,Cloud Architect,Lead,Low Risk
2021,3,3,3,3,6.13,112.4,0.761,0.072,0,148044.0,0.782,Business Analyst,Senior,Critical Risk
2025,5,15,5,5,3.24,129.2,1.325,0.0728,0,338963.0,0.98,Machine Learning Engineer,Principal,Critical Risk
2024,3,16,5,5,7.62,129.8,1.137,0.0783,0,221101.0,0.526,Operations Analyst,Senior,High Risk
2022,3,18,4,4,6.98,94.8,0.905,0.0194,0,176072.0,0.887,QA Engineer,Senior,Critical Risk
2023,5,1,3,3,8.17,115.5,0.88,0.0589,0,225121.0,0.458,Accountant,Principal,Moderate Risk
2020,4,6,5,5,6.0,112.1,0.784,0.0674,0,180326.0,0.98,Data Analyst,Lead,Critical Risk
2021,3,2,4,4,4.95,105.1,0.868,0.0454,0,168818.0,0.98,BI Developer,Senior,Critical Risk
2020,1,7,3,3,6.2,108.4,1.009,0.1045,0,110489.0,0.597,Data Engineer,Entry,High Risk
2019,1,20,3,3,8.17,99.6,0.912,0.0651,1,99831.0,0.18,SQL Developer,Entry,Low Risk
2021,1,23,4,4,5.95,106.9,0.859,0.0549,0,94082.0,0.955,Supply Chain Analyst,Entry,Critical Risk
2019,3,7,5,5,4.58,100.9,1.15,0.1045,0,223647.0,0.98,Data Engineer,Senior,Critical Risk
2023,1,12,3,3,6.07,114.7,0.91,0.0709,0,99630.0,0.84,Financial Analyst,Entry,Critical Risk
2021,5,2,4,4,4.53,118.2,0.802,0.0454,0,205167.0,0.98,BI Developer,Principal,Critical Risk
2023,4,2,5,5,8.0,117.2,1.019,0.0454,1,234460.0,0.176,BI Developer,Lead,Low Risk
2025,1,4,4,4,5.08,132.2,1.354,0.0635,0,148310.0,0.98,Cloud Architect,Entry,Critical Risk
